Test,Animal,Treatment,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1.headtime,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2.headtime,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone.headtime,Outerzone.distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone.time.freezing,Centerzone : head entries,Centerzone.headtime,Centerzone.distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone.time.freezing,Object 3 : head entries,Object 3.headtime,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total.Distance,Total.Time.Freezing
76,210201_19,E2HN_M,,E2HN,D,Dilutions,3,box4,0,0,0,,0,0,0,0,1,0.5,1,77.7,0.5,0,0.3,0,2,2.6,84.6,0.7,1,0.1,77.5,0,10,111.4,1.279,0,0.012,25.3,84.5,28,79.7,4,2.4,0.537,74,0.199,2.7,0,0,,,2.643,79.7
77,210201_18,E44_M,,E44,C,Dilutions,3,box3,1,0.9,1,8.5,0.9,0,0,0,0,0,0,,0,0,0,0,0,0,,0,4,6,9.9,0.6,7,97.6,0.953,0,0.009,18.8,82.7,32.7,71,3,18.3,0.762,8.5,0.044,13.9,3.3,0,,,1.838,71
78,210201_1,E33_F,,E33,A,Dilutions,4,box1,4,3.2,0.695652174,36.9,3.2,0,3,0,2,1.4,0.304347826,92.9,1.4,0,1.4,0,1,1.6,102.2,0.5,6,3,4.9,1.8,13,101.9,3.694,0.7,0.036,62.1,39.7,63.2,10.3,6,3.5,0.204,95.2,0.18,1.1,0,0,9.2,7.6,4.874,10.3
79,210201_2,E33_F,,E33,A,Dilutions,4,box2,1,1.1,1,40.2,1.1,0,1.1,0,0,0,0,,0,0,0,0,2,1.7,23.2,1.3,1,0.5,78.1,0,10,112,2.447,0,0.02,32.4,87,32.4,46.3,1,0.2,0,,,0,0,0,,,2.447,46.3
80,210201_3,E33_F,,E33,A,Dilutions,4,box3,3,2.5,1,13.6,2.5,0,1.7,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,20,99.9,2.274,0.8,0.02,26.2,85.7,26.6,83.6,3,0.6,0.048,0,0.107,0.4,0,0,,,2.504,86.3
81,210201_4,E33_F,,E33,A,Dilutions,4,box4,2,1.7,0.435897436,0.8,1.7,0,1.1,0,3,2.2,0.564102564,0,2.2,0,1.7,0,1,0.5,1.7,0.1,1,0.5,69.4,0.5,22,95.5,2.123,2.6,0.019,38.8,73,41.1,59.8,2,2.3,0.151,0,0.066,2.3,0,0,,,2.447,59.8
82,210201_5,E33_F,,E33,A,Dilutions,4,box1,6,2.6,0.634146341,40.4,2.6,0,1.6,0,1,1.5,0.365853659,100.3,1.5,0,0.7,0,2,1.5,49.8,1.1,0,0,,0,19,92.7,2.187,0.6,0.022,43.1,57.3,43.1,22.5,3,1.2,0,,,0,0,0,23.6,16.6,2.807,22.5
83,210201_6,E44_F,,E44,B,Dilutions,4,box2,0,0,#DIV/0!,,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,,0,0,0,,0,3,116.2,0.24,2.3,0.002,6.2,110.4,7.4,97.3,1,0.7,0.146,0,0.126,1.2,0,0,,,0.42,97.3
84,210201_7,E44_F,,E44,B,Dilutions,4,box3,1,0.5,1,88.6,0.5,0,0.5,0,0,0,0,,0,0,0,0,1,1.4,0,0.9,0,0,,0,11,109.7,0.338,3,0.003,9.8,105.9,11.6,100.6,1,1.3,0.036,0,0.02,1.8,0,0,,,0.489,100.6
85,210201_8,E44_F,,E44,B,Dilutions,4,box4,1,1.1,1,107.2,1.1,0,0.8,0,0,0,0,,0,0,0,0,1,0.9,114.6,0.9,1,1.9,73.8,1,10,109.7,1.234,0.4,0.011,17.2,98.8,17.4,82.1,4,1.1,0,0,0,0.2,0,0,,,1.45,82.1
86,210201_9,E44_F,,E44,B,Dilutions,4,box1,4,5.3,0.757142857,1.3,5.3,0,2.4,0,1,1.7,0.242857143,33.1,1.7,0,0.4,0,5,7.5,23.5,4.8,1,5.4,99.3,2.1,13,82.5,3.12,2.3,0.034,38.5,52.1,47.5,25.4,10,15.2,0.48,0,0.053,9,0,0,31.7,15.1,4.532,25.4
87,210201_10,E44_F,,E44,B,Dilutions,4,box2,2,1.5,0.25,104.3,1.5,0,1.1,0,3,4.5,0.75,66.7,3.9,0.5,2.5,0,1,1.1,107.8,0,4,3.9,81.7,1.1,12,89.1,1.589,1,0.016,32.8,66.4,42.4,37.9,7,10.5,0.347,0,0.036,9.6,0,0,,,2.394,37.9
88,210201_11,E44_M,,E44,C,Dilutions,4,box3,0,0,0,,0,0,0,0,1,1.1,1,1.3,1.1,0,1.1,0,2,0.8,3.6,0.5,2,1.2,0,0.4,2,111.9,0.161,8,0.001,2.3,109.7,7.4,107.7,1,7.4,0.169,0,0.022,5.1,2.6,0,,,0.37,107.7
89,210201_12,E44_M,,E44,C,Dilutions,4,box4,0,0,#DIV/0!,,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,1,0.9,117.9,0.7,1,1,0,0,17,111.5,1.303,2.6,0.011,16,100.1,17.6,88.3,2,1.4,0.117,0,0.072,1.6,0,0,,,1.488,88.3
90,210201_13,E44_M,,E44,C,Dilutions,4,box1,2,0.5,0.263157895,82.7,0.5,0,0.5,0,1,1.4,0.736842105,87.9,1.4,0,0.1,0,2,1.7,15.2,1.2,2,2.3,0,0.5,12,88.7,2.233,2.9,0.02,31.6,77.6,33.9,31.8,6,5.2,0.108,0,0.047,2.3,0,0,35.3,37.2,2.809,31.8
91,210201_14,E44_M,,E44,C,Dilutions,4,box2,1,0.6,1,0,0.6,0,0.3,0,0,0,0,,0,0,0,0,1,0.7,1.4,0.4,0,0,,0,12,100.9,0.588,6,0.005,7,106.4,12,95.5,2,2.2,0.278,0,0.055,5,0,0,,,0.941,95.5
92,210201_15,E44_M,,E44,C,Dilutions,4,box3,9,11.7,1,1.5,4.5,7.1,6,6.2,0,0,0,,0,0,0,0,2,0.7,67.8,0.2,0,0,,0,1,59.6,0.608,5,0.011,1.3,56.3,15.2,55.9,3,56.7,0.645,0,0.011,13.9,45.8,43,,,1.342,99
93,210201_16,E44_M,,E44,C,Dilutions,4,box4,3,3,1,56.7,3,0,1,0,0,0,0,,0,0,0,0,1,0.9,54.8,0.9,1,0.1,56,0.1,7,112.2,0.797,1.2,0.007,5,101.3,9.7,94.4,2,4.3,0.621,0,0.132,4.7,0,0,,,1.974,94.4
94,210201_17,E44_M,,E44,C,Dilutions,4,box2,0,0,0,,0,0,0,0,1,0.4,1,0,0.4,0,0,0,0,0,,0,0,0,,0,1,119,0.576,3.2,0.005,10.8,105.9,11.9,89.1,1,0.6,0.082,0,0.075,1.1,0,0,,,0.692,89.1
95,210201_18,E44_M,,E44,C,Dilutions,4,box3,2,0.5,1,0.4,0.5,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,1,117.7,0.478,2.6,0.004,8.5,108.8,10.7,111.3,1,1.6,0.126,0,0.058,2.2,0,0,,,0.649,111.3
96,210201_19,E2HN_M,,E2HN,D,Dilutions,4,box4,0,0,#DIV/0!,,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,1,0.8,1.7,0.2,2,1,0,0.2,3,116.4,0.181,5.3,0.002,3.4,111.3,6.6,105.4,1,2.7,0.107,0,0.034,3.2,0,0,,,0.33,105.4
97,210201_1,E33_F,,E33,A,Day1_vanilla,1,box1,0,0,0,,0,0,0,0,2,0.4,1,71.1,0.4,0,0.4,0,0,0,,0,0,0,,0,20,96,1.477,0.9,0.017,12.9,76.1,15.6,43.2,3,2.2,0.243,0,0.09,2.7,0,0,21.9,8.9,3.189,51.3
98,210201_2,E33_F,,E33,A,Day1_vanilla,1,box2,2,1.7,0.68,0,1.7,0,0.9,0,1,0.8,0.32,70.4,0.8,0,0.8,0,2,1.5,3.6,1.4,3,3.4,1.6,0.1,10,101.9,1.973,6,0.019,17.2,89.2,28.7,73.4,4,8.9,0.51,0,0.044,11.5,0,0,,,2.649,73.4
99,210201_3,E33_F,,E33,A,Day1_vanilla,1,box3,2,1.5,1,47.4,1.5,0,0.7,0,0,0,0,,0,0,0,0,3,0.7,56.3,0.6,1,1.2,55.1,0,23,100.6,2.543,0,0.023,32.4,78.6,34.7,68.8,1,0.3,0.61,56.7,0.268,2.3,0,0,,,4.453,68.8
100,210201_4,E33_F,,E33,A,Day1_vanilla,1,box4,4,1.9,0.655172414,51.8,1.9,0,1.3,0,2,1,0.344827586,6.6,1,0,0.4,0,3,1.1,49.2,1.1,2,1.3,51.3,0.4,25,96.4,3.281,0.8,0.031,34.6,71,40.5,57,7,4.2,0.952,0,0.161,5.9,0,0,,,5.816,57
101,210201_5,E33_F,,E33,A,Day1_vanilla,1,box1,2,0.6,0.666666667,40.4,0.6,0,0,0,1,0.3,0.333333333,38.8,0.3,0,0.3,0,0,0,,0,2,0.7,0,0.1,21,99.6,2.233,1.2,0.02,34.5,78.4,38.1,29.5,4,3.6,0.31,0,0.085,3.6,0,0,25.5,23,2.97,29.5
102,210201_6,E44_F,,E44,B,Day1_vanilla,1,box2,0,0,#DIV/0!,,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,,0,0,0,,0,6,109.8,0.107,6,0.001,4.4,109.6,9.6,95.9,1,4.8,0.176,0,0.034,5.2,0,0,,,0.363,95.9
103,210201_7,E44_F,,E44,B,Day1_vanilla,1,box3,2,3.7,1,61,3.7,0,3,1.2,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,7,105.1,0.966,2.3,0.008,24.8,89.1,26,87.7,2,2.2,0.1,0,0.086,1.2,0,0,,,1.2,88.8
104,210201_8,E44_F,,E44,B,Day1_vanilla,1,box4,2,2.1,0.677419355,86.7,2.1,0,1.4,0,3,1,0.322580645,86.2,1,0,1,0,3,4,0,1.2,4,3.8,82.6,2.2,3,100.6,1.776,2.4,0.018,12.6,86.7,30.8,82.1,4,15.8,1.001,0,0.055,18.2,0,0,,,3.292,82.1
105,210201_9,E44_F,,E44,B,Day1_vanilla,1,box1,0,0,#DIV/0!,,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,1,0.4,0,0.1,0,0,,0,1,118.7,1.741,1.9,0.015,18,100.2,19.1,69.7,1,1,0.093,0,0.082,1.1,0,0,22.5,15.6,1.867,69.7
106,210201_10,E44_F,,E44,B,Day1_vanilla,1,box2,1,1.1,0.289473684,78.6,1.1,0,0.8,0,1,2.7,0.710526316,93.4,2.7,0,1.1,0,1,1.1,68.6,0.3,1,1.4,97.3,1.4,6,108.2,1.746,0,0.016,37,73.6,37,72.2,2,1,0,,,0,0,0,,,2.158,71.6
107,210201_11,E44_M,,E44,C,Day1_vanilla,1,box3,0,0,0,,0,0,0,0,2,10.6,1,18.9,10.6,0,1.2,0,2,1.2,12.2,0,1,0.5,104.4,0,8,78.8,1.507,21.3,0.019,36.7,42.3,49.2,57.1,3,21.5,0.833,0,0.035,12.5,11,10,,,4.201,67.1
108,210201_12,E44_M,,E44,C,Day1_vanilla,1,box4,5,2.6,0.65,75.1,2.6,0,1.4,0,3,1.4,0.35,77.8,1.4,0,1.3,0,3,2.7,75.9,1.7,2,1.2,77,1,4,99.1,0.776,0,0.008,25.3,72.4,44.1,80.1,5,16,1.117,74.2,0.06,18.8,0,0,,,2.409,80.1
109,210201_13,E44_M,,E44,C,Day1_vanilla,1,box1,3,2.4,0.827586207,1.5,2.4,0,2.4,0,1,0.5,0.172413793,3.1,0.5,0,0.5,0,2,1.4,0,0.7,1,0.6,3.9,0.5,3,111.3,1.423,6.2,0.013,15.5,95.5,21.4,75.6,2,6,0.164,0,0.028,5.9,0,0,34.2,33.5,1.791,75.6
110,210201_14,E44_M,,E44,C,Day1_vanilla,1,box2,1,0.5,0.11627907,90.7,0.5,0,0.5,0,3,3.8,0.88372093,3.5,1.1,2.7,3.3,0.9,1,0.4,91.5,0.2,0,0,,0,10,100.2,0.933,7.3,0.01,12.9,81.6,19.7,62.9,2,5.3,0.492,0,0.073,6.8,0,0,,,2.192,66.3
111,210201_15,E44_M,,E44,C,Day1_vanilla,1,box3,1,1.3,1,3.7,1.3,0,1.2,0,0,0,0,,0,0,0,0,4,2,1,1.9,1,2,82.9,1,3,107.2,0.531,7.6,0.005,31.5,70.3,42.9,99.3,2,10.4,0.586,0,0.043,11.4,2.3,1.6,,,2.088,101
112,210201_16,E44_M,,E44,C,Day1_vanilla,1,box4,2,0.4,0.333333333,84.2,0,0.4,0.4,0,1,0.8,0.666666667,88.8,0.8,0,0,0,2,2.3,91,1.1,4,1.2,3.4,0.5,10,85.6,0.547,1.2,0.007,17.2,66.7,40.9,59.7,4,15.9,0.826,78.8,0.029,23.7,5.1,0,,,2.209,59.7
113,210201_17,E44_M,,E44,C,Day1_vanilla,1,box2,0,0,#DIV/0!,,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,1,0.2,0.5,0,1,1.4,48.6,1.4,6,106,0.657,3.9,0.006,6.2,102.2,13.2,82.7,4,2.8,0.443,0,0.063,7,0,0,,,1.84,82.7
114,210201_18,E44_M,,E44,C,Day1_vanilla,1,box3,2,2,1,48.4,2,0,0.7,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,13,100.2,1.209,1.3,0.011,23.4,85.7,28.4,80.3,2,3.9,0.671,0,0.133,5,0,0,,,2.358,80.3
115,210201_19,E2HN_M,,E2HN,D,Day1_vanilla,1,box4,3,2.1,0.7,49.3,2.1,0,1.4,0,1,0.9,0.3,5.3,0.9,0,0.6,0,4,2.1,51.2,0.9,2,1.3,3.9,0.1,5,99.5,1.036,6.6,0.01,10.2,89.1,25,79.6,5,14.7,0.735,0,0.05,14.8,0,0,,,2.322,79.6
116,210201_1,E33_F,,E33,A,Day2_IdenticalObject,1,box1,1,1.1,1,116.4,1.1,0,1.1,0,0,0,0,,0,0,0,0,1,0.3,70.9,0,1,0.8,71.5,0.7,17,104.7,2.703,0,0.024,35.9,78.9,36.5,11.7,1,1.4,0.259,71.1,0.41,0.6,0,0,55.8,36.2,4.101,11.7
117,210201_2,E33_F,,E33,A,Day2_IdenticalObject,1,box2,3,2.6,0.472727273,46.9,0.7,1.9,2.1,0,4,2.9,0.527272727,60.5,2.9,0,2.5,0,5,2.5,45.5,0.2,1,0.8,37.6,0.4,18,96,5.176,0,0.049,47.6,57.7,51.5,36.8,6,8.7,0.653,38.4,0.115,3.9,1.8,0,,,6.518,36.8
118,210201_3,E33_F,,E33,A,Day2_IdenticalObject,1,box3,2,2.5,0.78125,44.9,2.5,0,0.9,1.3,1,0.7,0.21875,68,0.7,0,0.6,0,1,0.7,9.9,0.2,1,2.2,64.2,2.2,9,108,3.837,0,0.034,29,83,29.2,83.8,4,3,0,63.6,0,0.2,0,0,,,4.557,85.2
119,210201_4,E33_F,,E33,A,Day2_IdenticalObject,1,box4,1,0.3,1,72,0.3,0,0.3,0,0,0,0,,0,0,0,0,0,0,,0,2,1.2,62.1,0.4,7,111.6,1.995,0.4,0.017,18.3,96.4,22,83.5,3,1.5,0.7,62.1,0.188,3.7,0,0,,,3.141,83.5
120,210201_5,E33_F,,E33,A,Day2_IdenticalObject,1,box1,3,9.2,0.844036697,24.7,3.4,5.8,2.9,0,1,1.7,0.155963303,51.4,1.7,0,1.1,0,1,0.7,23.7,0.1,1,0.7,0.4,0,10,102.6,4.078,0.9,0.039,47.2,57.7,50,31.1,7,5.3,0.248,24.1,0.087,2.8,0,0,10.9,11.2,4.934,31.1
121,210201_6,E44_F,,E44,B,Day2_IdenticalObject,1,box2,1,2.3,0.433962264,86.7,0.2,2.1,1.6,0,2,3,0.566037736,115.9,3,0,0.8,0,4,1.6,94.6,0.6,3,1.3,0,0.3,23,90.7,1.492,0.9,0.014,28.1,75.2,32,51.4,5,6.1,0.448,0,0.114,3.9,0,0,,,2.613,51.4
122,210201_7,E44_F,,E44,B,Day2_IdenticalObject,1,box3,0,0,0,,0,0,0,0,3,3.3,1,12,3.3,0,2.5,0,0,0,,0,0,0,,0,8,99.4,2.393,0,0.023,41,62,51.3,61.3,0,0,0.449,92.7,0.044,10.3,0,2.4,,,3.435,63.9
123,210201_8,E44_F,,E44,B,Day2_IdenticalObject,1,box4,1,1,0.384615385,18.8,1,0,1,0,2,1.6,0.615384615,31.7,1.6,0,1.4,0,2,0.4,79.1,0.1,1,0.4,75,0,10,107.5,2.624,0,0.024,24.8,84.1,27.1,71.5,1,2.1,0.302,76.6,0.13,2.3,0,0,,,4.338,72.5
124,210201_9,E44_F,,E44,B,Day2_IdenticalObject,1,box1,4,5.2,0.419354839,28.1,2.6,2.7,0.9,0,4,7.2,0.580645161,25.2,4,3.2,2.2,1.1,1,0.3,96.8,0,1,0.2,118.8,0,16,91,3.12,0,0.032,54.9,41.3,59.9,15.8,4,7.7,0.415,27.4,0.054,5,2.7,0,28.5,27.1,4.408,16.9
125,210201_10,E44_F,,E44,B,Day2_IdenticalObject,1,box2,5,2.4,0.4,59.9,2.4,0,1.2,0,2,3.6,0.6,75.3,3.6,0,1.7,0,1,0.4,114.2,0,0,0,,0,9,107.1,2.481,1.4,0.023,37.3,70.8,40.8,32.4,2,4.1,0.308,0,0.088,3.5,0,0,,,3.286,32.4
126,210201_11,E44_M,,E44,C,Day2_IdenticalObject,1,box3,3,2.2,0.55,40.8,2.2,0,1.2,0,1,1.8,0.45,92.5,1.8,0,0,0,2,1.1,94.4,0.9,3,1.1,39.9,0.4,16,101.6,2.166,0.3,0.02,40.8,65.1,47.2,79.2,5,6,0.533,40.7,0.083,6.4,0,0,,,4.208,79.9
127,210201_12,E44_M,,E44,C,Day2_IdenticalObject,1,box4,3,2,0.64516129,29.8,2,0,1.6,0,2,1.1,0.35483871,12.1,1.1,0,0.2,0,2,0.3,53.8,0,2,0.7,91.4,0.2,16,100,2.761,0,0.026,40.9,65.8,43.3,51.7,4,3.2,0.389,90.4,0.164,2.4,0,0,,,4.438,51.6
128,210201_13,E44_M,,E44,C,Day2_IdenticalObject,1,box1,1,1.1,0.407407407,41.8,1.1,0,1.1,0,3,1.6,0.592592593,0,1.6,0,0.5,0,1,0.7,95.7,0.3,2,0.5,1.3,0,7,106.6,3.148,2,0.028,26.4,84.1,30.2,63.5,4,3,0.512,0,0.135,3.8,0,0,8.3,5.4,4.624,63.5
129,210201_14,E44_M,,E44,C,Day2_IdenticalObject,1,box2,3,2.5,0.657894737,72.4,2.5,0,1.5,0,1,1.3,0.342105263,0,1.3,0,0.2,0,3,1.6,1.9,1.3,1,0.4,117.9,0.1,16,40.5,1.447,3.2,0.015,14.4,83.2,20.9,45.9,4,5.8,0.66,0,0.102,6.5,0,0,,,3.127,50
130,210201_15,E44_M,,E44,C,Day2_IdenticalObject,1,box3,1,0.5,0.238095238,49.5,0.5,0,0,0,1,1.6,0.761904762,90.4,1.6,0,0,0,2,1.9,92,1.2,0,0,,0,6,114.2,1.606,0.4,0.015,14.9,95.1,20.4,97.5,2,3.2,1.137,0,0.207,5.5,0,0,,,3.655,97.5
131,210201_16,E44_M,,E44,C,Day2_IdenticalObject,1,box4,1,1.2,0.6,0,1.2,0,0.2,0,1,0.8,0.4,4.6,0.8,0,0.7,0,2,1.5,1.5,0,1,2.6,42.7,2.6,10,107.9,0.527,2.3,0.005,30.7,71,37.7,83.1,3,6.9,1.103,0,0.159,7,0,0,,,2.572,85
132,210201_17,E44_M,,E44,C,Day2_IdenticalObject,1,box1,0,0,0,,0,0,0,0,1,0.4,1,58.1,0.4,0,0.4,0,2,2.2,55.9,0,0,0,,0,5,111.5,1.889,0,0.017,15.9,97.5,18.6,57.5,2,4.4,0.55,1.3,0.201,2.7,0,0,14.4,10,3.579,57.5
133,210201_18,E44_M,,E44,C,Day2_IdenticalObject,1,box2,3,6,0.571428571,0,3.7,2.3,2.9,0,3,4.5,0.428571429,70.7,4.5,0,1.6,0,1,0.7,79.7,0.3,3,0.5,4.2,0.2,10,89.5,1.477,4.9,0.017,19.9,66.2,42,45.1,6,21.6,0.974,0,0.04,22.1,2.3,0,,,3.061,45.1
134,210201_19,E2HN_M,,E2HN,D,Day2_IdenticalObject,1,box3,1,0.4,0.031496063,0.8,0.4,0,0,0,4,12.3,0.968503937,44.6,6.1,6.2,0.9,6.1,0,0,,0,1,0.4,46.3,0.2,10,94.4,5.353,1.9,0.055,46.1,52,57.1,50.4,7,18,1.674,0,0.097,11,6.2,6.2,,,7.65,57.7
135,210201_1,E33_F,,E33,A,Day2_IdenticalObject,2,box1,1,0.6,0.375,5.1,0.6,0,0.2,0,1,1,0.625,0,1,0,0,0,3,1.1,4,0.5,1,0.8,93.3,0.4,29,47.6,1.14,1.5,0.01,11.2,98.5,13.9,67.1,3,2.6,0.493,0,0.183,2.7,0,0,64.6,58.3,2.716,67.1
136,210201_2,E33_F,,E33,A,Day2_IdenticalObject,2,box2,3,2.6,0.722222222,23.3,2.6,0,2.3,0,3,1,0.277777778,42.4,1,0,0.8,0,1,0.6,47,0,2,0.9,88.5,0.4,13,105.6,2.415,1.1,0.022,27.8,81,31.1,63.8,5,3.9,0.486,0,0.146,3.3,0,0,,,3.79,63.8
137,210201_3,E33_F,,E33,A,Day2_IdenticalObject,2,box3,0,0,0,,0,0,0,0,3,4.8,1,48.2,4.8,0,0.7,0,0,0,,0,0,0,,0,13,105.8,2.197,0.2,0.019,26.5,88.5,30.8,88.9,2,2.5,1.275,48.2,0.296,4.3,0,0,,,4.024,88.9
138,210201_4,E33_F,,E33,A,Day2_IdenticalObject,2,box4,0,0,0,,0,0,0,0,1,1.2,1,46.7,1.2,0,0.8,0,1,1.2,49.5,0,0,0,,0,48,86.5,0.924,0,0.008,14.2,100.5,16.4,92.2,2,0.9,0.31,48.6,0.14,2.2,0,0,,,1.83,92.2
139,210201_5,E33_F,,E33,A,Day2_IdenticalObject,2,box1,2,0.6,0.193548387,62.6,0.6,0,0.5,0,5,2.5,0.806451613,18.6,2.5,0,1.7,0,1,0.6,57.9,0.2,4,2.8,61.7,0.4,20,89.8,2.558,0.6,0.028,41.1,48.7,48.1,27,4,6.8,0.584,0,0.083,7,0,0,16.2,16.4,4.119,28.6
140,210201_6,E44_F,,E44,B,Day2_IdenticalObject,2,box2,1,3.5,1,84.7,3.5,0,2.7,0,0,0,0,,0,0,0,0,2,0.8,0.6,0.3,1,1.8,82.5,1.5,5,106.4,0.511,3.2,0.005,6.5,100.6,16.4,88,2,9.2,0.655,1,0.066,9.9,0,0,,,1.413,88
141,210201_7,E44_F,,E44,B,Day2_IdenticalObject,2,box3,0,0,0,,0,0,0,0,1,3.2,1,104,3.2,0,0,0,0,0,,0,2,0.6,65.5,0,8,112.4,2.041,0,0.02,27.1,76.5,31.6,74,2,3.5,1.144,103.1,0.256,4.5,0,0,,,3.727,76.4
142,210201_8,E44_F,,E44,B,Day2_IdenticalObject,2,box4,0,0,0,,0,0,0,0,2,0.4,1,62.2,0.4,0,0,0,0,0,,0,1,1.6,63,0,18,109.6,1.926,0.3,0.017,23.1,90.8,25.3,93.9,2,3.1,0.637,62.1,0.289,2.2,0,0,,,3.843,93.9
143,210201_9,E44_F,,E44,B,Day2_IdenticalObject,2,box1,3,3.7,0.406593407,70.5,3.7,0,1.2,0,4,5.4,0.593406593,0.5,2,3.5,1.8,0,3,2.6,100.4,1.7,0,0,,0,22,83.3,1.392,1.6,0.014,24.8,74.7,30.8,52.9,5,7.9,0.37,0,0.048,6,1.7,0,39.3,30.6,2.296,54.3
144,210201_10,E44_F,,E44,B,Day2_IdenticalObject,2,box2,3,2,1,2.9,2,0,1.6,0,0,0,0,,0,0,0,0,3,2.1,61.4,0.4,1,0.9,0,0,7,104.5,1.268,1.4,0.012,23.2,87,27.2,59,5,3.1,0.524,0,0.13,4,0,0,,,2.293,59
145,210201_11,E44_M,,E44,C,Day2_IdenticalObject,2,box3,3,2.7,0.574468085,95,2.7,0,2.1,0,3,2,0.425531915,4.1,2,0,0.4,0,4,2.7,61,0,0,0,,0,15,94.2,1.711,1.5,0.018,32.8,59.7,36.9,55.5,3,2.3,0.867,0,0.211,4.1,0,0,,,3.569,57.7
146,210201_12,E44_M,,E44,C,Day2_IdenticalObject,2,box4,1,1,0.277777778,111.1,1,0,1,0,2,2.6,0.722222222,58.2,2.6,0,0.8,0,0,0,,0,3,3.3,59.4,2.4,5,106.5,1.079,0,0.01,12.1,92.8,21.1,95.5,5,5.2,0.986,56.5,0.109,9,0,0,,,3.001,95.5
147,210201_13,E44_M,,E44,C,Day2_IdenticalObject,2,box1,0,0,#DIV/0!,,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,2,7.1,0,5.9,0,0,,0,9,107.7,0.571,1.5,0.005,10.6,100.4,17.5,59.3,2,6.7,0.802,0,0.116,6.9,0,0,38,24.3,1.791,59.3
148,210201_14,E44_M,,E44,C,Day2_IdenticalObject,2,box2,1,2.3,1,71.4,2.3,0,0.5,0,0,0,0,,0,0,0,0,0,0,,0,2,1.9,74.3,1.5,7,98.4,0.565,0,0.005,7.2,95.8,13.9,70.3,3,4.9,0.53,68.1,0.079,6.7,0,0,,,1.263,73.9
149,210201_15,E44_M,,E44,C,Day2_IdenticalObject,2,box3,0,0,0,,0,0,0,0,2,0.7,1,66,0.7,0,0.4,0,3,1.3,67.3,1,2,0.5,66.8,0,22,95.9,2.934,0.5,0.028,11.2,94.6,16.2,91.7,4,9.6,0.704,66.1,0.073,5,4.6,2.8,,,4.746,94.4
150,210201_16,E44_M,,E44,C,Day2_IdenticalObject,2,box4,3,3.1,0.775,0.5,1.1,2,1.2,0,5,0.9,0.225,102.1,0.9,0,0.8,0,3,2.2,107.6,0.1,3,2,58.8,0.4,8,96.7,0.85,3.2,0.009,9.8,83,25.5,73.5,9,14.9,1.195,0,0.067,15.7,2.1,0,,,3.287,73.5
151,210201_17,E44_M,,E44,C,Day2_IdenticalObject,2,box1,1,0.9,1,74.4,0.9,0,0.7,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,3,113.6,0.614,1.4,0.005,6.5,107,10.3,77.2,2,1.7,0.159,0,0.041,3.8,0,0,4.8,19.7,1.359,77.2
152,210201_18,E44_M,,E44,C,Day2_IdenticalObject,2,box2,0,0,0,,0,0,0,0,2,1.5,1,73.2,1.5,0,0.4,0,1,0.2,95.2,0.2,4,3.9,33.1,1,10,100.6,3.149,0,0.031,48.6,53.3,60.3,28.9,4,7.6,0.442,66.9,0.038,11.7,0,0,,,4.064,28.9
153,210201_19,E2HN_M,,E2HN,D,Day2_IdenticalObject,2,box3,1,0.1,1,67.3,0.1,0,0.1,0,0,0,0,,0,0,0,0,3,1.6,65.3,0.6,1,0.4,69.5,0.2,8,111,0.915,0,0.008,19,90,24.2,78.9,2,4.3,1.062,64.7,0.206,5.2,0,0,,,3.035,78.9
154,210201_1,E33_F,,E33,A,Day2_IdenticalObject,3,box1,1,0.4,0.166666667,48.3,0.4,0,0.4,0,3,2,0.833333333,64.7,2,0,0.8,0,5,10.7,1.6,5.1,0,0,,0,26,68.4,1.195,0.6,0.013,30.4,61.8,30.4,5.5,8,6.6,0,,,0,0,0,27.5,18.6,2.065,5.5
